"poj_unicode","poj_input","kiplmj_unicode","kiplmj_input","main_id"
"sam-ko͘ -lio̍k-pô","sam-koo -liok8-po5","sam-koo -lio̍k-pô","sam-koo -liok8-po5","6550"
"saⁿ oan nn̄g choán","sann oan nng7 choan2","sann uan nn̄g tsuán","sann uan nng7 tsuan2","6551"
"saⁿ oan nn̄g oat","sann oan nng7 oat","sann uan nn̄g uat","sann uan nng7 uat","6552"
"saⁿ chhian sì chhian","sann chhian si3 chhian","sann tshian sì tshian","sann tshian si3 tshian","6553"
"saⁿ tn̂g sì té-miā","sann tng5 si3 te2-mia7","sann tn̂g sì té-miā","sann tng5 si3 te2-mia7","6554"
"sam-su jî hiō-hêng","sam-su ji5 hio7-heng5","sam-su jî hiō-hîng","sam-su ji5 hio7-hing5","6555"
"chúi pûn-chheng chiah lim","chui2 pun5-chheng chiah lim","tsuí pûn-tshing tsiah lim","tsui2 pun5-tshing tsiah lim","6556"
"ke-sái lo̍h-thô͘ mau saⁿ chhùn ian","ke-sai2 loh8-thoo5 mau sann chhun3 ian","ke-sái lo̍h-thôo mau sann tshùn ian","ke-sai2 loh8-thoo5 mau sann tshun3 ian","6557"
"sio the sái sí gû","sio the sai2 si2 gu5","sio the sái sí gû","sio the sai2 si2 gu5","6558"
"kong-chhia bô chhia-sng","kong-chhia bo5 chhia-sng","kong-tshia bô tshia-sng","kong-tshia bo5 tshia-sng","6559"
"kong-gû sì lâng kng","kong-gu5 si3 lang5 kng","kong-gû sì lâng kng","kong-gu5 si3 lang5 kng","6559"
"kong-chèng si","kong-cheng3 si","kong-tsìng si","kong-tsing3 si","6560"
"bô-lâng i","bo5-lang5 i","bô-lâng i","bo5-lang5 i","6560"
"kong-thiaⁿ bô-lâng sàu","kong-thiann bo5-lang5 sau3","kong-thiann bô-lâng sàu","kong-thiann bo5-lang5 sau3","6561"
"kong chhin-chiâⁿ bô-lâng kiò chia̍h-tàu","kong chhin-chiann5 bo5-lang5 kio3 chiah8-tau3","kong tshin-tsiânn bô-lâng kiò tsia̍h-tàu","kong tshin-tsiann5 bo5-lang5 kio3 tsiah8-tau3","6561"
"nn̄g lâng nn̄g-iūⁿ sim","nng7 lang5 nng7-iunn7 sim","nn̄g lâng nn̄g-iūnn sim","nng7 lang5 nng7-iunn7 sim","6562"
"bô-chîⁿ thang bé chiam","bo5-chinn5 thang be2 chiam","bô-tsînn thang bé tsiam","bo5-tsinn5 thang be2 tsiam","6562"
"cha̍p kiáⁿ cha̍p sin-pū","chap8 kiann2 chap8 sin-pu7","tsa̍p kiánn tsa̍p sin-pū","tsap8 kiann2 tsap8 sin-pu7","6563"
"chhun chi̍t-ê lāu kóa-hū","chhun chit8-e5 lau7 koa2-hu7","tshun tsi̍t-ê lāu kuá-hū","tshun tsit8-e5 lau7 kua2-hu7","6563"
"chèng-lâng song","cheng3-lang5 song","tsìng-lâng song","tsing3-lang5 song","6564"
"bô-lâng kng","bo5-lang5 kng","bô-lâng kng","bo5-lang5 kng","6564"
"chē gû ta̍h bô pùn","che7 gu5 tah8 bo5 pun3","tsē gû ta̍h bô pùn","tse7 gu5 tah8 bo5 pun3","6565"
"chē bó͘ bô-tè khùn","che7 boo2 bo5-te3 khun3","tsē bóo bô-tè khùn","tse7 boo2 bo5-te3 khun3","6565"
"chēkiáⁿ gō-sí pē","chek7iann2 go7-si2 pe7","tsēkiánn gō-sí pē","tsek7iann2 go7-si2 pe7","6566"
"chē sin-pū ge̍k sí ta-ke","che7 sin-pu7 gek8 si2 ta-ke","tsē sin-pū gi̍k sí ta-ke","tse7 sin-pu7 gik8 si2 ta-ke","6566"
"chi̍t-lâng tì","chit8-lang5 ti3","tsi̍t-lâng tì","tsit8-lang5 ti3","6567"
"m̄-ta̍t nn̄g lâng gī","m7-tat8 nng7 lang5 gi7","m̄-ta̍t nn̄g lâng gī","m7-tat8 nng7 lang5 gi7","6567"
"sam-kok téng-li̍p","sam-kok teng2-lip8","sam-kok tíng-li̍p","sam-kok ting2-lip8","6568"
"chi̍t-lâng chú-tiuⁿ","chit8-lang5 chu2-tiunn","tsi̍t-lâng tsú-tiunn","tsit8-lang5 tsu2-tiunn","6569"
"m̄-ta̍t nn̄g lâng su-niû","m7-tat8 nng7 lang5 su-niu5","m̄-ta̍t nn̄g lâng su-niû","m7-tat8 nng7 lang5 su-niu5","6569"
"saⁿ-téng cha̍p-jī hō","sann-teng2 chap8-ji7 ho7","sann-tíng tsa̍p-jī hō","sann-ting2 tsap8-ji7 ho7","6570"
"saⁿ-pái  nn̄g-pái","sann-pai2  nng7-pai2","sann-pái  nn̄g-pái","sann-pai2  nng7-pai2","6571"
"káu kā m̄ háu","kau2 ka7 m7 hau2","káu kā m̄ háu","kau2 ka7 m7 hau2","6572"
"o͘ chí-á chháu","oo chi2-a2 chhau2","oo tsí-á tsháu","oo tsi2-a2 tshau2","6573"
"jún chhùi khiām chi̍h","jun2 chhui3 khiam7 chih8","jún tshuì khiām tsi̍h","jun2 tshui3 khiam7 tsih8","6574"
"ko͘-î-kū- kīm","koo-i5-ku7- kim7","koo-î-kū- kīm","koo-i5-ku7- kim7","6575"
"saⁿ-lâng nn̄g-bīn","sann-lang5 nng7-bin7","sann-lâng nn̄g-bīn","sann-lang5 nng7-bin7","6576"
"saⁿ thâu nn̄g-bīn","sann thau5 nng7-bin7","sann thâu nn̄g-bīn","sann thau5 nng7-bin7","6577"
"saⁿ-ê lâng","sann-e5 lang5","sann-ê lâng","sann-e5 lang5","6578"
"la̍k-ê ba̍k","lak8-e5 bak8","la̍k-ê ba̍k","lak8-e5 bak8","6578"
"saⁿ-téng jī-hō","sann-teng2 ji7-ho7","sann-tíng jī-hō","sann-ting2 ji7-ho7","6579"
"saⁿ-hoan ngó͘ chhù","sann-hoan ngoo2 chhu3","sann-huan ngóo tshù","sann-huan ngoo2 tshu3","6580"
"ka-chián á chháu","ka-chian2 a2 chhau2","ka-tsián á tsháu","ka-tsian2 a2 tshau2","6581"
"m̄-chiâⁿ kha-siàu","m7-chiann5 kha-siau3","m̄-tsiânn kha-siàu","m7-tsiann5 kha-siau3","6582"
"saⁿ-kha pih","sann-kha pih","sann-kha pih","sann-kha pih","6583"
"kūi kūi kha̍p-kha̍p","kui7 kui7 khap8-khap8","kuī kuī kha̍p-kha̍p","kui7 kui7 khap8-khap8","6584"
"hâm chu put thò͘","ham5 chu put thoo3","hâm tsu put thòo","ham5 tsu put thoo3","6585"
"sam-kàu kiú-liû","sam-kau3 kiu2-liu5","sam-kàu kiú-liû","sam-kau3 kiu2-liu5","6586"
"lok kò sok kò","lok ko3 sok ko3","lok kò sok kò","lok ko3 sok ko3","6587"
"phah-thih pô","phah-thih po5","phah-thih pô","phah-thih po5","6588"
"gō͘ kūi  saⁿ kháu-thâu","goo7 kui7  sann khau2-thau5","gōo kuī  sann kháu-thâu","goo7 kui7  sann khau2-thau5","6589"
"saⁿ-chhin la̍k-jīn","sann-chhin lak8-jin7","sann-tshin la̍k-jīn","sann-tshin lak8-jin7","6590"
"saⁿ-tn̄g bē chiâu-ûn","sann-tng7 be7 chiau5-un5","sann-tn̄g bē tsiâu-ûn","sann-tng7 be7 tsiau5-un5","6592"
"saⁿ-tǹg tòe-lâng bē-tio̍h","sann-tng3 toe3-lang5 be7-tioh8","sann-tǹg tuè-lâng bē-tio̍h","sann-tng3 tue3-lang5 be7-tioh8","6593"
"saⁿ-tn̄g jiok bô chit-tǹg pá","sann-tng7 jiok bo5 chit-tng3 pa2","sann-tn̄g jiok bô tsit-tǹg pá","sann-tng7 jiok bo5 tsit-tng3 pa2","6594"
"sam-chhan put-tō͘","sam-chhan put-too7","sam-tshan put-tōo","sam-tshan put-too7","6595"
"e-hng thó bô bêng á chá-khí-tǹg","e-hng tho2 bo5 beng5 a2 cha2-khi2-tng3","e-hng thó bô bîng á tsá-khí-tǹg","e-hng tho2 bo5 bing5 a2 tsa2-khi2-tng3","6596"
"ji̍t-si̍t lân-tō͘","jit8-sit8 lan5-too7","ji̍t-si̍t lân-tōo","jit8-sit8 lan5-too7","6597"
"bó͘-kiáⁿ kià lâng chhī","boo2-kiann2 kia3 lang5 chhi7","bóo-kiánn kià lâng tshī","boo2-kiann2 kia3 lang5 tshi7","6599"
"chio̍h-thâukeh-á","chioh8-thauk5eh-a2","tsio̍h-thâukeh-á","tsioh8-thauk5eh-a2","6601"
"sam kò͘ mâu lô͘","sam koo3 mau5 loo5","sam kòo mâu lôo","sam koo3 mau5 loo5","6602"
"saⁿ chhiáⁿ gō͘ chhùi","sann chhiann2 goo7 chhui3","sann tshiánn gōo tshuì","sann tshiann2 goo7 tshui3","6603"
"sam  phèng ngó͘ phèng","sam  pheng3 ngoo2 pheng3","sam  phìng ngóo phìng","sam  phing3 ngoo2 phing3","6604"
"ē-chi̍t-iân","e7-chit8-ian5","ē-tsi̍t-iân","e7-tsit8-ian5","6605"
"àu-kioh-siàu","au3-kioh-siau3","àu-kioh-siàu","au3-kioh-siau3","6606"
"kòe āu kò goe̍h","koe3 au7 ko3 goeh8","kuè āu kò gue̍h","kue3 au7 ko3 gueh8","6607"
"lo̍h hō͘ chu á","loh8 hoo7 chu a2","lo̍h hōo tsu á","loh8 hoo7 tsu a2","6608"
"lo̍h hō͘ mn̂g á","loh8 hoo7 mng5 a2","lo̍h hōo mn̂g á","loh8 hoo7 mng5 a2","6609"
"lo̍h sap-sap-á hō͘","loh8 sap-sap-a2 hoo7","lo̍h sap-sap-á hōo","loh8 sap-sap-a2 hoo7","6610"
"phùn hō͘-chhiu-á","phun3 hoo7-chhiu-a2","phùn hōo-tshiu-á","phun3 hoo7-tshiu-a2","6611"
"bē thiu-thè","be7 thiu-the3","bē thiu-thè","be7 thiu-the3","6612"
"bē lo̍h lâu-thui","be7 loh8 lau5-thui","bē lo̍h lâu-thui","be7 loh8 lau5-thui","6613"
"bô thè kha ê só͘-chāi","bo5 the3 kha e5 soo2-chai7","bô thè kha ê sóo-tsāi","bo5 the3 kha e5 soo2-tsai7","6614"
"āu-pái bē-sái","au7-pai2 be7-sai2","āu-pái bē-sái","au7-pai2 be7-sai2","6615"
"ē-pái bē-sái","e7-pai2 be7-sai2","ē-pái bē-sái","e7-pai2 be7-sai2","6616"
"chhùi ē-ham","chhui3 e7-ham","tshuì ē-ham","tshui3 e7-ham","6617"
"chhùi ē-hâi","chhui3 e7-hai5","tshuì ē-hâi","tshui3 e7-hai5","6618"
"hē-giô","he7-gio5","hē-giô","he7-gio5","6619"
"sì hio̍h chí so͘","si3 hioh8 chi2 soo","sì hio̍h tsí soo","si3 hioh8 tsi2 soo","6620"
"lo̍h bin-chhng kha","loh8 bin-chhng kha","lo̍h bin-tshng kha","loh8 bin-tshng kha","6621"
"thām-thûi","tham7-thui5","thām-thuî","tham7-thui5","6622"
"gia̍t-siâu-ōe","giat8-siau5-oe7","gia̍t-siâu-uē","giat8-siau5-ue7","6623"
"kōaⁿ-tiāⁿ","koann7-tiann7","kuānn-tiānn","kuann7-tiann7","6624"
"lo̍h-tiāⁿ","loh8-tiann7","lo̍h-tiānn","loh8-tiann7","6625"
"sàng-tiāⁿ","sang3-tiann7","sàng-tiānn","sang3-tiann7","6626"
"pàng-tiāⁿ","pang3-tiann7","pàng-tiānn","pang3-tiann7","6627"
"chē -kē","che7 -ke7","tsē -kē","tse7 -ke7","6628"
"chē lo̍h-lâi","che7 loh8-lai5","tsē lo̍h-lâi","tse7 loh8-lai5","6629"
"piàⁿ pe̍h-hó͘-thng","piann3 peh8-hoo2-thng","piànn pe̍h-hóo-thng","piann3 peh8-hoo2-thng","6630"
"chhē","chhe7","tshē","tshe7","6631"
"chhē-lo̍h","chhe7-loh8","tshē-lo̍h","tshe7-loh8","6632"
"chhoah-sái","chhoah-sai2","tshuah-sái","tshuah-sai2","6633"
"chhoah-sái-chúi","chhoah-sai2-chui2","tshuah-sái-tsuí","tshuah-sai2-tsui2","6634"
"chò iⁿ-tîⁿ","cho3 inn-tinn5","tsò inn-tînn","tso3 inn-tinn5","6635"
"poa̍h lo̍h-lâi","poah8 loh8-lai5","pua̍h lo̍h-lâi","puah8 loh8-lai5","6636"
"phòe ē lo̍h pn̄g","phoe3 e7 loh8 png7","phuè ē lo̍h pn̄g","phue3 e7 loh8 png7","6637"
"kōaⁿ-tiāⁿ","koann7-tiann7","kuānn-tiānn","kuann7-tiann7","6638"
"ū chia̍h pòaⁿ-mê môe","u7 chiah8 poann3-me5 moe5","ū tsia̍h puànn-mê muê","u7 tsiah8 puann3-me5 mue5","6639"
"tâng-á kha̍p lí iû kng","tang5-a2 khap8 li2 iu5 kng","tâng-á kha̍p lí iû kng","tang5-a2 khap8 li2 iu5 kng","6640"
"thǹg-chhiah-kha tùi sí chhēng phôe-ê","thng3-chhiah-kha tui3 si2 chheng7 phoe5-e5","thǹg-tshiah-kha tuì sí tshīng phuê-ê","thng3-tshiah-kha tui3 si2 tshing7 phue5-e5","6641"
"thêng tiāⁿ","theng5 tiann7","thîng tiānn","thing5 tiann7","6642"
"chhùi-ē-ham","chhui3-e7-ham","tshuì-ē-ham","tshui3-e7-ham","6643"
"khí bông-bū","khi2 bong5-bu7","khí bông-bū","khi2 bong5-bu7","6644"
"chiūⁿ-bông","chiunn7-bong5","tsiūnn-bông","tsiunn7-bong5","6645"
"tà-bông","ta3-bong5","tà-bông","ta3-bong5","6646"
"lo̍h-bông","loh8-bong5","lo̍h-bông","loh8-bong5","6647"
"kha̍h-bông","khah8-bong5","kha̍h-bông","khah8-bong5","6648"
"gia̍h teng m̄ chai teng-kha àm","giah8 teng m7 chai teng-kha am3","gia̍h ting m̄ tsai ting-kha àm","giah8 ting m7 tsai ting-kha am3","6649"
"tiūⁿ-ḿ khòaⁿ kiáⁿ-sài","tiunn7-m2 khoann3 kiann2-sai3","tiūnn-ḿ khuànn kiánn-sài","tiunn7-m2 khuann3 kiann2-sai3","6650"
"jú khòaⁿ jú khó-ài","ju2 khoann3 ju2 kho2-ai3","jú khuànn jú khó-ài","ju2 khuann3 ju2 kho2-ai3","6650"
"ū-hòe-thâu","u7-hoe3-thau5","ū-huè-thâu","u7-hue3-thau5","6651"
"hòe-thâu ū ah","hoe3-thau5 u7 ah","huè-thâu ū ah","hue3-thau5 u7 ah","6652"
"tah tio̍h chha̍t-chûn","tah tioh8 chhat8-chun5","tah tio̍h tsha̍t-tsûn","tah tioh8 tshat8-tsun5","6653"
"téng khang tàu ē khang","teng2 khang tau3 e7 khang","tíng khang tàu ē khang","ting2 khang tau3 e7 khang","6654"
"téng-chhiú tàu ē-chhiú","teng2-chhiu2 tau3 e7-chhiu2","tíng-tshiú tàu ē-tshiú","ting2-tshiu2 tau3 e7-tshiu2","6655"
"chiūⁿ-chiūⁿ-lo̍h-lo̍h","chiunn7-chiunn7-loh8-loh8","tsiūnn-tsiūnn-lo̍h-lo̍h","tsiunn7-tsiunn7-loh8-loh8","6656"
"khí-khí-lo̍h-lo̍h","khi2-khi2-loh8-loh8","khí-khí-lo̍h-lo̍h","khi2-khi2-loh8-loh8","6657"
"téng-téng-ē-ē","teng2-teng2-e7-e7","tíng-tíng-ē-ē","ting2-ting2-e7-e7","6658"
"thâu-bīn-téng-pah","thau5-bin7-teng2-pah","thâu-bīn-tíng-pah","thau5-bin7-ting2-pah","6659"
"téng-téng-kò-goe̍h","teng2-teng2-ko3-goeh8","tíng-tíng-kò-gue̍h","ting2-ting2-ko3-gueh8","6660"
"téng-téng-kò-goe̍h","teng2-teng2-ko3-goeh8","tíng-tíng-kò-gue̍h","ting2-ting2-ko3-gueh8","6661"
"khiâ-hó͘ iông-ī hā hó͘ lân","khia5-hoo2 iong5-i7 ha7 hoo2 lan5","khiâ-hóo iông-ī hā hóo lân","khia5-hoo2 iong5-i7 ha7 hoo2 lan5","6662"
"hòe-thâu ū ah","hoe3-thau5 u7 ah","huè-thâu ū ah","hue3-thau5 u7 ah","6663"
"siōng put chèng chek hā oai","siong7 put cheng3 chek ha7 oai","siōng put tsìng tsik hā uai","siong7 put tsing3 tsik ha7 uai","6664"
"tōa káu pôaⁿ chhiûⁿ","toa7 kau2 poann5 chhiunn5","tuā káu puânn tshiûnn","tua7 kau2 puann5 tshiunn5","6665"
"sè káu thàn iūⁿ","se3 kau2 than3 iunn7","sè káu thàn iūnn","se3 kau2 than3 iunn7","6665"
"peh-kiā","peh-kia7","peh-kiā","peh-kia7","6666"
"chêng khùi chiap bē tio̍h āu khùi","cheng5 khui3 chiap be7 tioh8 au7 khui3","tsîng khuì tsiap bē tio̍h āu khuì","tsing5 khui3 tsiap be7 tioh8 au7 khui3","6667"
"piak-hì-bûn","piak-hi3-bun5","piak-hì-bûn","piak-hi3-bun5","6668"
"lia̍h-kòe-bé","liah8-koe3-be2","lia̍h-kuè-bé","liah8-kue3-be2","6669"
"ji̍h-tiàu","jih8-tiau3","ji̍h-tiàu","jih8-tiau3","6670"
"koan iú chèng-tiâu","koan iu2 cheng3-tiau5","kuan iú tsìng-tiâu","kuan iu2 tsing3-tiau5","6671"
"bîn iú su-iok","bin5 iu2 su-iok","bîn iú su-iok","bin5 iu2 su-iok","6671"
"téng-tûn","teng2-tun5","tíng-tûn","ting2-tun5","6672"
"tōa-khùi chhoán bē lī","toa7-khui3 chhoan2 be7 li7","tuā-khuì tshuán bē lī","tua7-khui3 tshuan2 be7 li7","6673"
"téng khùi chiap bē tio̍h ē khùi","teng2 khui3 chiap be7 tioh8 e7 khui3","tíng khuì tsiap bē tio̍h ē khuì","ting2 khui3 tsiap be7 tioh8 e7 khui3","6674"
"chia̍h-thâu-lō͘ lâng","chiah8-thau5-loo7 lang5","tsia̍h-thâu-lōo lâng","tsiah8-thau5-loo7 lang5","6675"
"siōng- ùi","siong7- ui3","siōng- uì","siong7- ui3","6676"
"piak-hì-bûn","piak-hi3-bun5","piak-hì-bûn","piak-hi3-bun5","6677"
"ē pí-phēng tit","e7 pi2-pheng7 tit","ē pí-phīng tit","e7 pi2-phing7 tit","6678"
"pâi ū seⁿ-siùⁿ","pai5 u7 senn-siunn3","pâi ū senn-siùnn","pai5 u7 senn-siunn3","6679"
"ē kìⁿ tit lâng chèng","e7 kinn3 tit lang5 cheng3","ē kìnn tit lâng tsìng","e7 kinn3 tit lang5 tsing3","6680"
"ē kìⁿ chèng tit","e7 kinn3 cheng3 tit","ē kìnn tsìng tit","e7 kinn3 tsing3 tit","6681"
"ē khòaⁿ kháu tit","e7 khoann3 khau2 tit","ē khuànn kháu tit","e7 khuann3 khau2 tit","6682"
"ē pâi tôaⁿ tit","e7 pai5 toann5 tit","ē pâi tuânn tit","e7 pai5 tuann5 tit","6683"
"siōng put chèng chek hā oai","siong7 put cheng3 chek ha7 oai","siōng put tsìng tsik hā uai","siong7 put tsing3 tsik ha7 uai","6684"
"tōa káu peh chhiûⁿ","toa7 kau2 peh chhiunn5","tuā káu peh tshiûnn","tua7 kau2 peh tshiunn5","6685"
"sè káu thàn iūⁿ","se3 kau2 than3 iunn7","sè káu thàn iūnn","se3 kau2 than3 iunn7","6685"
"sī-tōa bô hó iūⁿ","si7-toa7 bo5 ho2 iunn7","sī-tuā bô hó iūnn","si7-tua7 bo5 ho2 iunn7","6686"
"sī-sè thó hôe-siūⁿ","si7-se3 tho2 hoe5-siunn7","sī-sè thó huê-siūnn","si7-se3 tho2 hue5-siunn7","6686"
"ba̍k-ham","bak8-ham","ba̍k-ham","bak8-ham","6687"
"teh bōng chóa","teh bong7 choa2","teh bōng tsuá","teh bong7 tsua2","6688"
"chiuⁿ ám","chiunn am2","tsiunn ám","tsiunn am2","6689"
"chia̍h tiâu leh","chiah8 tiau5 leh","tsia̍h tiâu leh","tsiah8 tiau5 leh","6690"
"âng-bah siang -kòe","ang5-bah siang -koe3","âng-bah siang -kuè","ang5-bah siang -kue3","6691"
"cha-bó͘ kúi-á","cha-boo2 kui2-a2","tsa-bóo kuí-á","tsa-boo2 kui2-a2","6692"
"cha-bó͘- kán -á","cha-boo2- kan2 -a2","tsa-bóo- kán -á","tsa-boo2- kan2 -a2","6693"
"kán-pī","kan2-pi7","kán-pī","kan2-pi7","6694"
"iông-hu-sio̍k-chú","iong5-hu-siok8-chu2","iông-hu-sio̍k-tsú","iong5-hu-siok8-tsu2","6695"
"chho͘-hu-sio̍k-chú","chhoo-hu-siok8-chu2","tshoo-hu-sio̍k-tsú","tshoo-hu-siok8-tsu2","6696"
"sè-kan sū hō͘ lí bē gâu tit","se3-kan su7 hoo7 li2 be7 gau5 tit","sè-kan sū hōo lí bē gâu tit","se3-kan su7 hoo7 li2 be7 gau5 tit","6697"
"sī m̄ sī","si7 m7 si7","sī m̄ sī","si7 m7 si7","6698"
"mē ka-tī","me7 ka-ti7","mē ka-tī","me7 ka-ti7","6698"
"iú sè put-khótsīn-liōng","iu2 se3 put-khot2sin7-liong7","iú sè put-khótsīn-liōng","iu2 se3 put-khot2sin7-liong7","6699"
"jîn-chêng lâu chi̍t-pòaⁿ","jin5-cheng5 lau5 chit8-poann3","jîn-tsîng lâu tsi̍t-puànn","jin5-tsing5 lau5 tsit8-puann3","6700"
"āu--ji̍t hó sio khòaⁿ","au7--jit8 ho2 sio khoann3","āu--ji̍t hó sio khuànn","au7--jit8 ho2 sio khuann3","6700"
"ū hong m̄-thang sái chīn phâng","u7 hong m7-thang sai2 chin7 phang5","ū hong m̄-thang sái tsīn phâng","u7 hong m7-thang sai2 tsin7 phang5","6701"
"chi̍t tn̄g thûi tio̍h lâu saⁿ chhioh āu","chit8 tng7 thui5 tioh8 lau5 sann chhioh au7","tsi̍t tn̄g thuî tio̍h lâu sann tshioh āu","tsit8 tng7 thui5 tioh8 lau5 sann tshioh au7","6702"
"pah-poaⁿ khí-thâu lân","pah-poann khi2-thau5 lan5","pah-puann khí-thâu lân","pah-puann khi2-thau5 lan5","6703"
"chhài ū chi̍t in","chhai3 u7 chit8 in","tshài ū tsi̍t in","tshai3 u7 tsit8 in","6704"
"chháu ū chi̍t cháng","chhau2 u7 chit8 chang2","tsháu ū tsi̍t tsáng","tshau2 u7 tsit8 tsang2","6704"
"sè-kan sū","se3-kan su7","sè-kan sū","se3-kan su7","6705"
"tāi-lí kài","tai7-li2 kai3","tāi-lí kài","tai7-li2 kai3","6705"
"sè-kan sū","se3-kan su7","sè-kan sū","se3-kan su7","6706"
"bóng chhìn-chhái","bong2 chhin3-chhai2","bóng tshìn-tshái","bong2 tshin3-tshai2","6706"
"ū chia̍h ū kiâⁿ-khì","u7 chiah8 u7 kiann5-khi3","ū tsia̍h ū kiânn-khì","u7 tsiah8 u7 kiann5-khi3","6707"
"ū sio-hiuⁿ ū pó-pì","u7 sio-hiunn u7 po2-pi3","ū sio-hiunn ū pó-pì","u7 sio-hiunn u7 po2-pi3","6707"
"siap káu ji̍t o͘","siap kau2 jit8 oo","siap káu ji̍t oo","siap kau2 jit8 oo","6708"
"chhut tōa ji̍t-thâu","chhut toa7 jit8-thau5","tshut tuā ji̍t-thâu","tshut tua7 jit8-thau5","6708"
"kú-tn̂g-pēⁿ","ku2-tng5-penn7","kú-tn̂g-pēnn","ku2-tng5-penn7","6709"
"bô hàu-chú","bo5 hau3-chu2","bô hàu-tsú","bo5 hau3-tsu2","6709"
"kiáu ē poa̍h","kiau2 e7 poah8","kiáu ē pua̍h","kiau2 e7 puah8","6710"
"sái mā ē chia̍h tit","sai2 ma7 e7 chiah8 tit","sái mā ē tsia̍h tit","sai2 ma7 e7 tsiah8 tit","6710"
"kiáu beh poa̍h","kiau2 beh poah8","kiáu beh pua̍h","kiau2 beh puah8","6711"
"sian thàn to bē khùiⁿ-oa̍h","sian than3 to be7 khuinn3-oah8","sian thàn to bē khuìnn-ua̍h","sian than3 to be7 khuinn3-uah8","6711"
"pîn jī tham jī khak","pin5 ji7 tham ji7 khak","pîn jī tham jī khak","pin5 ji7 tham ji7 khak","6712"
"tó͘ jī tham jī sim","too2 ji7 tham ji7 sim","tóo jī tham jī sim","too2 ji7 tham ji7 sim","6712"
"phah-sǹg","phah-sng3","phah-sǹg","phah-sng3","6713"
"óa mn̂g thê tok","oa2 mng5 the5 tok","uá mn̂g thê tok","ua2 mng5 the5 tok","6714"
"kim-chîⁿ po̍h-hô","kim-chinn5 poh8-ho5","kim-tsînn po̍h-hô","kim-tsinn5 poh8-ho5","6715"
"âng kut ham khak chháu","ang5 kut ham khak chhau2","âng kut ham khak tsháu","ang5 kut ham khak tshau2","6716"
"hóe kòe chiah pû ō͘","hoe2 koe3 chiah pu5 oo7","hué kuè tsiah pû ōo","hue2 kue3 tsiah pu5 oo7","6717"
"hóe-chhia kòe liáu chiah pûn pi-á","hoe2-chhia koe3 liau2 chiah pun5 pi-a2","hué-tshia kuè liáu tsiah pûn pi-á","hue2-tshia kue3 liau2 tsiah pun5 pi-a2","6718"
"chha̍t khì chiah koaiⁿ-mûi","chhat8 khi3 chiah koainn-mui5","tsha̍t khì tsiah kuainn-muî","tshat8 khi3 tsiah kuainn-mui5","6719"
"bông-kok lô͘","bong5-kok loo5","bông-kok lôo","bong5-kok loo5","6720"
"bān to chhùi koah","ban7 to chhui3 koah","bān to tshuì kuah","ban7 to tshui3 kuah","6721"
"chhian to bān koah","chhian to ban7 koah","tshian to bān kuah","tshian to ban7 kuah","6722"
"tâng-chîⁿ chhùi koah","tang5-chinn5 chhui3 koah","tâng-tsînn tshuì kuah","tang5-tsinn5 tshui3 kuah","6723"
"lō͘-piⁿ ê jiō-ô͘","loo7-pinn e5 jio7-oo5","lōo-pinn ê jiō-ôo","loo7-pinn e5 jio7-oo5","6724"
"thong lâng soān","thong lang5 soan7","thong lâng suān","thong lang5 suan7","6724"
"ēng bô͘ chō kè","eng7 boo5 cho7 ke3","īng bôo tsō kè","ing7 boo5 tso7 ke3","6725"
"siūⁿ khang siūⁿ phāng","siunn7 khang siunn7 phang7","siūnn khang siūnn phāng","siunn7 khang siunn7 phang7","6726"
"kú nî pah chài","ku2 ni5 pah chai3","kú nî pah tsài","ku2 ni5 pah tsai3","6727"
"chhian giân bān gí","chhian gian5 ban7 gi2","tshian giân bān gí","tshian gian5 ban7 gi2","6728"
"kóng chheng kóng bān","kong2 chheng kong2 ban7","kóng tshing kóng bān","kong2 tshing kong2 ban7","6729"
"chhian lí khu","chhian li2 khu","tshian lí khu","tshian li2 khu","6730"
"póe chháu chhōe chhin","poe2 chhau2 chhoe7 chhin","pué tsháu tshuē tshin","pue2 tshau2 tshue7 tshin","6731"
"kî kî koài koài","ki5 ki5 koai3 koai3","kî kî kuài kuài","ki5 ki5 kuai3 kuai3","6732"
"kó͘-kó͘-koài-koài","koo2-koo2-koai3-koai3","kóo-kóo-kuài-kuài","koo2-koo2-kuai3-kuai3","6733"
"chhit kî peh koài","chhit ki5 peh koai3","tshit kî peh kuài","tshit ki5 peh kuai3","6734"
"iâ ko sià ko","ia5 ko sia3 ko","iâ ko sià ko","ia5 ko sia3 ko","6735"
"hó-gia̍h-lâng-kiáⁿ","ho2-giah8-lang5-kiann2","hó-gia̍h-lâng-kiánn","ho2-giah8-lang5-kiann2","6736"
"tiáⁿ-phok","tiann2-phok","tiánn-phok","tiann2-phok","6737"
"tiáⁿ te phok","tiann2 te phok","tiánn te phok","tiann2 te phok","6738"
"tò-tiàu-hông","to3-tiau3-hong5","tò-tiàu-hông","to3-tiau3-hong5","6739"
"chhian su bān sióng","chhian su ban7 siong2","tshian su bān sióng","tshian su ban7 siong2","6740"
"kú nî bān tāi","ku2 ni5 ban7 tai7","kú nî bān tāi","ku2 ni5 ban7 tai7","6741"
"tn̂g-nî kiú oán","tng5-ni5 kiu2 oan2","tn̂g-nî kiú uán","tng5-ni5 kiu2 uan2","6742"
