"poj_unicode","poj_input","kiplmj_unicode","kiplmj_input","main_id"
"Ta̍k ê","Tak8 e5","Ta̍k ê","Tak8 e5","4428"
"Ta̍k ê lâng","Tak8 ê lang5","Ta̍k ê lâng","Tak8 ê lang5","4429"
"Ta̍k chú-ji̍t","Tak8 chu2-jit8","Ta̍k tsú-ji̍t","Tak8 tsu2-jit8","4430"
"Ta̍k chái-chí","Tak8 chai2-chi2","Ta̍k tsái-tsí","Tak8 tsai2-tsi2","4431"
"Ta̍k-àm","Tak8-am3","Ta̍k-àm","Tak8-am3","4432"
"Ta̍k eng-àm","Tak8 eng-am3","Ta̍k ing-àm","Tak8 ing-am3","4432"
"Ta̍k e-po͘","Tak8 e-poo","Ta̍k e-poo","Tak8 e-poo","4433"
"Ta̍k-ji̍t","Tak8-jit8","Ta̍k-ji̍t","Tak8-jit8","4434"
"Ta̍k lé-pài","Tak8 le2-pai3","Ta̍k lé-pài","Tak8 le2-pai3","4435"
"Ta̍k kó͘-goe̍h","Tak8 koo2-goeh8","Ta̍k kóo-gue̍h","Tak8 koo2-gueh8","4436"
"Ta̍k goe̍h-ji̍t","Tak8 goeh8-jit8","Ta̍k gue̍h-ji̍t","Tak8 gueh8-jit8","4436"
"Ta̍k nî","Tak8 ni5","Ta̍k nî","Tak8 ni5","4437"
"Ta̍k-pái","Tak8-pai2","Ta̍k-pái","Tak8-pai2","4438"
"Ta̍k khoán","Tak8 khoan2","Ta̍k khuán","Tak8 khuan2","4439"
"Ta̍k keng pâng-keng","Tak8 keng pang5-keng","Ta̍k king pâng-king","Tak8 king pang5-king","4440"
"Tak","Tak","Tak","Tak","4441"
"Tâm","Tam5","Tâm","Tam5","4442"
"Tâm-lok-lok","Tam5-lok-lok","Tâm-lok-lok","Tam5-lok-lok","4443"
"Tâm lì lok","Tam5 li3 lok","Tâm lì lok","Tam5 li3 lok","4443"
"Tām-po̍h-á","Tam7-poh8-a2","Tām-po̍h-á","Tam7-poh8-a2","4444"
"Chi̍t sut-á","Chit8 sut-a2","Tsi̍t sut-á","Tsit8 sut-a2","4444"
"Tâm-lūn","Tam5-lun7","Tâm-lūn","Tam5-lun7","4445"
"Tam-tng","Tam-tng","Tam-tng","Tam-tng","4446"
"Tam","Tam","Tam","Tam","4447"
"Tān-sī","Tan7-si7","Tān-sī","Tan7-si7","4448"
"Tán","Tan2","Tán","Tan2","4449"
"Tán-hāu","Tan2-hau7","Tán-hāu","Tan2-hau7","4450"
"Thèng-hāu","Theng3-hau7","Thìng-hāu","Thing3-hau7","4450"
"Sió tán","Sio2 tan2","Sió tán","Sio2 tan2","4451"
"Tàn","Tan3","Tàn","Tan3","4452"
"Tàn hìⁿ-sak","Tan3 hinn3-sak","Tàn hìnn-sak","Tan3 hinn3-sak","4453"
"Kiat hìⁿ-sak","Kiat hinn3-sak","Kiat hìnn-sak","Kiat hinn3-sak","4453"
"Hiat-tiāu","Hiat-tiau7","Hiat-tiāu","Hiat-tiau7","4453"
"Tan-sûn","Tan-sun5","Tan-sûn","Tan-sun5","4454"
"Tang-sî","Tang-si5","Tang-sî","Tang-si5","4455"
"Tī-sî","Ti7-si5","Tī-sî","Ti7-si5","4455"
"Sím-mih-sî","Sim2-mih-si5","Sím-mih-sî","Sim2-mih-si5","4455"
"Tang","Tang","Tang","Tang","4456"
"Tâng-o̍h","Tang5-oh8","Tâng-o̍h","Tang5-oh8","4457"
"Tông-o̍h","Tong5-oh8","Tông-o̍h","Tong5-oh8","4457"
"Tâng-pan","Tang5-pan","Tâng-pan","Tang5-pan","4458"
"Tang","Tang","Tang","Tang","4459"
"La̍k-goe̍h tang","Lak8-goeh8 tang","La̍k-gue̍h tang","Lak8-gueh8 tang","4460"
"Cha̍p-goe̍h tang","Chap8-goeh8 tang","Tsa̍p-gue̍h tang","Tsap8-gueh8 tang","4461"
"Siu-tang","Siu-tang","Siu-tang","Siu-tang","4462"
"Koah-tiū-á","Koah-tiu7-a2","Kuah-tiū-á","Kuah-tiu7-a2","4463"
"Tàng","Tang3","Tàng","Tang3","4464"
"Bô tàng khǹg","Bo5 tang3 khng3","Bô tàng khǹg","Bo5 tang3 khng3","4465"
"Bô tàng bé","Bo5 tang3 be2","Bô tàng bé","Bo5 tang3 be2","4466"
"Tang-thiⁿ","Tang-thinn","Tang-thinn","Tang-thinn","4467"
"Chhun hē chhiu tang","Chhun he7 chhiu tang","Tshun hē tshiu tang","Tshun he7 tshiu tang","4468"
"Tāng-sî","Tang7-si5","Tāng-sî","Tang7-si5","4469"
"Kāng-sî","Kang7-si5","Kāng-sî","Kang7-si5","4469"
"Tâng","Tang5","Tâng","Tang5","4470"
"Tâng-sòaⁿ","Tang5-soann3","Tâng-suànn","Tang5-suann3","4471"
"Tāng-sî","Tang7-si5","Tāng-sî","Tang7-si5","4472"
"Tang-iûⁿ","Tang-iunn5","Tang-iûnn","Tang-iunn5","4473"
"Tang-sai","Tang-sai","Tang-sai","Tang-sai","4474"
"Tâng-phōaⁿ","Tang5-phoann7","Tâng-phuānn","Tang5-phuann7","4475"
"Tông-phōaⁿ","Tong5-phoann7","Tông-phuānn","Tong5-phuann7","4475"
"Tat---tio̍h","Tat---tioh8","Tat---tio̍h","Tat---tioh8","4476"
"Ta̍t","Tat8","Ta̍t","Tat8","4477"
"Kè-ta̍t","Ke3-tat8","Kè-ta̍t","Ke3-tat8","4478"
"Ū kè-ta̍t","U7 ke3-tat8","Ū kè-ta̍t","U7 ke3-tat8","4479"
"Chin ū kè-ta̍t","Chin u7 ke3-tat8","Tsin ū kè-ta̍t","Tsin u7 ke3-tat8","4480"
"Bô kè-ta̍t","Bo5 ke3-tat8","Bô kè-ta̍t","Bo5 ke3-tat8","4481"
"Tau","Tau","Tau","Tau","4482"
"Goán tau","Goan2 tau","Guán tau","Guan2 tau","4483"
"Gún tau","Gun2 tau","Gún tau","Gun2 tau","4483"
"Lín tau","Lin2 tau","Lín tau","Lin2 tau","4484"
"Tāu-á","Tau7-a2","Tāu-á","Tau7-a2","4485"
"Tāu-iû","Tau7-iu5","Tāu-iû","Tau7-iu5","4486"
"Thô͘-tāu","Thoo5-tau7","Thôo-tāu","Thoo5-tau7","4487"
"Tāu-hū","Tau7-hu7","Tāu-hū","Tau7-hu7","4488"
"Tāu-koaⁿ","Tau7-koann","Tāu-kuann","Tau7-kuann","4489"
"Tàu","Tau3","Tàu","Tau3","4490"
"Tà","Ta3","Tà","Ta3","4490"
"Báng-tàu","Bang2-tau3","Báng-tàu","Bang2-tau3","4491"
"Báng-tà","Bang2-ta3","Báng-tà","Bang2-ta3","4491"
"Teng-hóe-tàu","Teng-hoe2-tau3","Ting-hué-tàu","Ting-hue2-tau3","4492"
"Tàu","Tau3","Tàu","Tau3","4493"
"Goeh tàu-á","Goeh tau3-a2","Gueh tàu-á","Gueh tau3-a2","4494"
"Tiong-tàu","Tiong-tau3","Tiong-tàu","Tiong-tau3","4495"
"E-tàu","E-tau3","E-tàu","E-tau3","4496"
"Tàu","Tau3","Tàu","Tau3","4497"
"Tàu-kha-chhiú","Tau3-kha-chhiu2","Tàu-kha-tshiú","Tau3-kha-tshiu2","4498"
"Tâu-phiò","Tau5-phio3","Tâu-phiò","Tau5-phio3","4499"
"Tâu-hâng","Tau5-hang5","Tâu-hâng","Tau5-hang5","4500"
"Táu","Tau2","Táu","Tau2","4501"
"Tê","Te5","Tê","Te5","4502"
"Tê-koàn","Te5-koan3","Tê-kuàn","Te5-kuan3","4503"
"Tê-pân","Te5-pan5","Tê-pân","Te5-pan5","4503"
"Tê kó͘","Te5 koo2","Tê kóo","Te5 koo2","4504"
"Tê-bí","Te5-bi2","Tê-bí","Te5-bi2","4505"
"Tê-pôaⁿ","Te5-poann5","Tê-puânn","Te5-puann5","4506"
"Tê-poe","Te5-poe","Tê-pue","Te5-pue","4507"
"Tê-au","Te5-au","Tê-au","Te5-au","4507"
"Chi̍t poe tê","Chit8 poe te5","Tsi̍t pue tê","Tsit8 pue te5","4508"
"Chi̍t au tê","Chit8 au te5","Tsi̍t au tê","Tsit8 au te5","4508"
"Tē","Te7","Tē","Te7","4509"
"Tē-kiû","Te7-kiu5","Tē-kiû","Te7-kiu5","4510"
"Tē-tāng","Te7-tang7","Tē-tāng","Te7-tang7","4511"
"Tēga̍k","Te7gak8","Tēga̍k","Te7gak8","4512"
"Tē-ge̍k","Te7-gek8","Tē-gi̍k","Te7-gik8","4512"
"Tē-chian","Te7-chian","Tē-tsian","Te7-tsian","4513"
"Té","Te2","Té","Te2","4514"
"Tn̂g-té","Tng5-te2","Tn̂g-té","Tng5-te2","4515"
"Té-khò͘","Te2-khoo3","Té-khòo","Te2-khoo3","4516"
"Tè","Te3","Tè","Te3","4517"
"Tē-kúi","Te7-kui2","Tē-kuí","Te7-kui2","4518"
"Tē it","Te7 it","Tē it","Te7 it","4519"
"Tē-it hó","Te7-it ho2","Tē-it hó","Te7-it ho2","4520"
"Tē-it tiám-cheng","Te7-it tiam2-cheng","Tē-it tiám-tsing","Te7-it tiam2-tsing","4521"
"Tê-kho͘","Te5-khoo","Tê-khoo","Te5-khoo","4522"
"Soat-bûn","Soat-bun5","Suat-bûn","Suat-bun5","4522"
"Tē","Te7","Tē","Te7","4523"
"Saⁿ-á-tē","Sann-a2-te7","Sann-á-tē","Sann-a2-te7","4524"
"Khò͘-tē-á","Khoo3-te7-a2","Khòo-tē-á","Khoo3-te7-a2","4525"
"Tē-lí","Te7-li2","Tē-lí","Te7-li2","4526"
"Tê-ba̍k","Te5-bak8","Tê-ba̍k","Te5-bak8","4527"
"Tê-bo̍k","Te5-bok8","Tê-bo̍k","Te5-bok8","4527"
"Tē-hū","Te7-hu7","Tē-hū","Te7-hu7","4528"
"Teh","Teh","Teh","Teh","4529"
"Teh-boeh","Teh-boeh","Teh-bueh","Teh-bueh","4530"
"Teh-boeh-khì","Teh-boeh-khi3","Teh-bueh-khì","Teh-bueh-khi3","4531"
"Teh boeh sí","Teh boeh si2","Teh bueh sí","Teh bueh si2","4532"
"Teh boeh chhia̍h-pn̄g","Teh boeh chhiah8-png7","Teh bueh tshia̍h-pn̄g","Teh bueh tshiah8-png7","4533"
"Teh boeh kàu","Teh boeh kau3","Teh bueh kàu","Teh bueh kau3","4534"
"Teh","Teh","Teh","Teh","4535"
"Tek","Tek","Tik","Tik","4536"
"Chi̍t ki tek-á","Chit8 ki tek-a2","Tsi̍t ki tik-á","Tsit8 ki tik-a2","4537"
"Chi̍t ki tek-ko","Chit8 ki tek-ko","Tsi̍t ki tik-ko","Tsit8 ki tik-ko","4538"
"Tek-sún","Tek-sun2","Tik-sún","Tik-sun2","4539"
"Tek-khak","Tek-khak","Tik-khak","Tik-khak","4540"
"Tek-chōe","Tek-choe7","Tik-tsuē","Tik-tsue7","4541"
"Tek-sit","Tek-sit","Tik-sit","Tik-sit","4541"
"Te̍k-pia̍t","Tek8-piat8","Ti̍k-pia̍t","Tik8-piat8","4542"
"Te̍k-pia̍t ê","Tek8-piat8 ê","Ti̍k-pia̍t ê","Tik8-piat8 ê","4543"
"Te̍k-pia̍t chù-ì","Tek8-piat8 chu3-i3","Ti̍k-pia̍t tsù-ì","Tik8-piat8 tsu3-i3","4544"
"Tek-hēng","Tek-heng7","Tik-hīng","Tik-hing7","4545"
"Tek-kok","Tek-kok","Tik-kok","Tik-kok","4546"
"Tek-kok-ōe","Tek-kok-oe7","Tik-kok-uē","Tik-kok-ue7","4547"
"Tēng","Teng7","Tīng","Ting7","4548"
"Téng","Teng2","Tíng","Ting2","4549"
"Tī chhù téng","Ti7 chhu3 teng2","Tī tshù tíng","Ti7 tshu3 ting2","4550"
"Tī lâu-téng","Ti7 lau5-teng2","Tī lâu-tíng","Ti7 lau5-ting2","4551"
"Téng-bīn","Teng2-bin7","Tíng-bīn","Ting2-bin7","4552"
"Téng","Teng2","Tíng","Ting2","4553"
"Téng-pái","Teng2-pai2","Tíng-pái","Ting2-pai2","4554"
"Téng lé-pài","Teng2 le2-pai3","Tíng lé-pài","Ting2 le2-pai3","4555"
"Téng kó͘-goe̍h","Teng2 koo2-goeh8","Tíng kóo-gue̍h","Ting2 koo2-gueh8","4556"
"Téng-po͘","Teng2-poo","Tíng-poo","Ting2-poo","4557"
"Tèng","Teng3","Tìng","Ting3","4558"
"Teng-á","Teng-a2","Ting-á","Ting-a2","4559"
"Lō͘-si-teng","Loo7-si-teng","Lōo-si-ting","Loo7-si-ting","4560"
"Téng","Teng2","Tíng","Ting2","4561"
"Téng-á","Teng2-a2","Tíng-á","Ting2-a2","4562"
"Teng-á","Teng-a2","Ting-á","Ting-a2","4563"
"Lō͘-teng","Loo7-teng","Lōo-ting","Loo7-ting","4564"
"Teng-tâi","Teng-tai5","Ting-tâi","Ting-tai5","4565"
"Teng-hóe koán-chè","Teng-hoe2 koan2-che3","Ting-hué kuán-tsè","Ting-hue2 kuan2-tse3","4566"
"Teng-kì","Teng-ki3","Ting-kì","Ting-ki3","4567"
"Tēng-hun","Teng7-hun","Tīng-hun","Ting7-hun","4568"
"Tēng-kè","Teng7-ke3","Tīng-kè","Ting7-ke3","4569"
"Téng-téng","Teng2-teng2","Tíng-tíng","Ting2-ting2","4570"
"Thài","Thai3","Thài","Thai3","4571"
"Thài tōa","Thai3 toa7","Thài tuā","Thai3 tua7","4572"
"Thài-sè","Thai3-se3","Thài-sè","Thai3-se3","4573"
"Thài-chá","Thai3-cha2","Thài-tsá","Thai3-tsa2","4574"
"Thài-òaⁿ","Thai3-oann3","Thài-uànn","Thai3-uann3","4575"
"Thài-thài","Thai3-thai3","Thài-thài","Thai3-thai3","4576"
"Thâi","Thai5","Thâi","Thai5","4577"
"Thâi ke chhiáⁿ lâng-kheh","Thai5 ke chhiann2 lang5-kheh","Thâi ke tshiánn lâng-kheh","Thai5 ke tshiann2 lang5-kheh","4578"
"Thâi--sí","Thai5--si2","Thâi--sí","Thai5--si2","4579"
"Thâi ti--ê","Thai5 ti--e5","Thâi ti--ê","Thai5 ti--e5","4580"
"Thâi ah","Thai5 ah","Thâi ah","Thai5 ah","4581"
"Thâi ông-lâi","Thai5 ong5-lai5","Thâi ông-lâi","Thai5 ong5-lai5","4582"
"Thâi si-koe","Thai5 si-koe","Thâi si-kue","Thai5 si-kue","4583"
"Thâi iū-á","Thai5 iu7-a2","Thâi iū-á","Thai5 iu7-a2","4584"
"Thâi-thâu","Thai5-thau5","Thâi-thâu","Thai5-thau5","4585"
"Thai","Thai","Thai","Thai","4586"
"Thai-á","Thai-a2","Thai-á","Thai-a2","4587"
"Thài-kok","Thai3-kok","Thài-kok","Thai3-kok","4588"
"Tha̍k","Thak8","Tha̍k","Thak8","4589"
"Tha̍k-chheh","Thak8-chheh","Tha̍k-tsheh","Thak8-tsheh","4590"
"Chin pháiⁿ tha̍k","Chin phainn2 thak8","Tsin pháinn tha̍k","Tsin phainn2 thak8","4591"
"Tha̍k tō-lí","Thak8 to7-li2","Tha̍k tō-lí","Thak8 to7-li2","4592"
"O̍h tō-lí","Oh8 to7-li2","O̍h tō-lí","Oh8 to7-li2","4593"
"Tha̍k hō͘ se̍k","Thak8 hoo7 sek8","Tha̍k hōo si̍k","Thak8 hoo7 sik8","4594"
"Tha̍k-khí","Thak8-khi2","Tha̍k-khí","Thak8-khi2","4595"
"Tha̍k-soah","Thak8-soah","Tha̍k-suah","Thak8-suah","4596"
"Tha̍k ē lâi","Thak8 e7 lai5","Tha̍k ē lâi","Thak8 e7 lai5","4597"
"Tha̍k bē lâi","Thak8 be7 lai5","Tha̍k bē lâi","Thak8 be7 lai5","4598"
"Tha̍k ē khì","Thak8 e7 khi3","Tha̍k ē khì","Thak8 e7 khi3","4599"
"Tha̍k bē khì","Thak8 be7 khi3","Tha̍k bē khì","Thak8 be7 khi3","4600"
"Tha̍k chheh keng","Thak8 chheh keng","Tha̍k tsheh king","Thak8 tsheh king","4601"
"Tham-tho","Tham-tho","Tham-tho","Tham-tho","4602"
"Tham-sim","Tham-sim","Tham-sim","Tham-sim","4603"
"Thâm","Tham5","Thâm","Tham5","4604"
"Thâm-koàn","Tham5-koan3","Thâm-kuàn","Tham5-kuan3","4605"
"Thàm","Tham3","Thàm","Tham3","4606"
"Thâm","Tham5","Thâm","Tham5","4607"
"Ji̍t-goa̍t thâm","Jit8-goat8 tham5","Ji̍t-gua̍t thâm","Jit8-guat8 tham5","4608"
"Thàn chîⁿ","Than3 chinn5","Thàn tsînn","Than3 tsinn5","4609"
"Thàn","Than3","Thàn","Than3","4610"
"Thàn iáu ē kì--tit","Than3 iau2 e7 ki3--tit","Thàn iáu ē kì--tit","Than3 iau2 e7 ki3--tit","4611"
"Thàn sio","Than3 sio","Thàn sio","Than3 sio","4612"
"Thàn i bô tī--leh","Than3 i bo5 ti7--leh","Thàn i bô tī--leh","Than3 i bo5 ti7--leh","4613"
"Thàn ki-hōe","Than3 ki-hoe7","Thàn ki-huē","Than3 ki-hue7","4614"
"Thán-á","Than2-a2","Thán-á","Than2-a2","4615"
"Tháng","Thang2","Tháng","Thang2","4616"
"Chi̍t tháng chúi","Chit8 thang2 chui2","Tsi̍t tháng tsuí","Tsit8 thang2 tsui2","4617"
"Chi̍t tháng sio chúi","Chit8 thang2 sio chui2","Tsi̍t tháng sio tsuí","Tsit8 thang2 sio tsui2","4618"
"Pûi tháng","Pui5 thang2","Puî tháng","Pui5 thang2","4619"
"Sái tháng","Sai2 thang2","Sái tháng","Sai2 thang2","4620"
"Thang","Thang","Thang","Thang","4621"
"M̄-thang","M7-thang","M̄-thang","M7-thang","4622"
"Thâng","Thang5","Thâng","Thang5","4623"
"Thang-á","Thang-a2","Thang-á","Thang-a2","4624"
"Thang-á-mn̂g","Thang-a2-mng5","Thang-á-mn̂g","Thang-a2-mng5","4625"
"That","That","That","That","4626"
"That-kiû","That-kiu5","That-kiû","That-kiu5","4627"
"That","That","That","That","4628"
"That hīⁿ-khang","That hinn7-khang","That hīnn-khang","That hinn7-khang","4629"
"That-á","That-a2","That-á","That-a2","4630"
"Chiú that-á","Chiu2 that-a2","Tsiú that-á","Tsiu2 that-a2","4631"
"Thâu-khak","Thau5-khak","Thâu-khak","Thau5-khak","4632"
"Tī thâu-khak-téng","Ti7 thau5-khak-teng2","Tī thâu-khak-tíng","Ti7 thau5-khak-ting2","4633"
"Tī thâu-khak ê téng-bīn","Ti7 thau5-khak e5 teng2-bin7","Tī thâu-khak ê tíng-bīn","Ti7 thau5-khak e5 ting2-bin7","4633"
"Thâu-náu","Thau5-nau2","Thâu-náu","Thau5-nau2","4634"
"Bô thâu-náu","Bo5 thau5-nau2","Bô thâu-náu","Bo5 thau5-nau2","4635"
"Thâu-mô͘","Thau5-moo5","Thâu-môo","Thau5-moo5","4636"
"Thâu-mô͘ iû","Thau5-moo5 iu5","Thâu-môo iû","Thau5-moo5 iu5","4637"
"Thâu-chêng","Thau5-cheng5","Thâu-tsîng","Thau5-tsing5","4638"
"Bīn thâu-chêng","Bin7 thau5-cheng5","Bīn thâu-tsîng","Bin7 thau5-tsing5","4639"
"Thâu-hia̍h","Thau5-hiah8","Thâu-hia̍h","Thau5-hiah8","4640"
"Thâu-tú-á","Thau5-tu2-a2","Thâu-tú-á","Thau5-tu2-a2","4641"
"Tú-chiàⁿ","Tu2-chiann3","Tú-tsiànn","Tu2-tsiann3","4641"
"Tú-chiah","Tu2-chiah","Tú-tsiah","Tu2-tsiah","4641"
"Thàu-hong","Thau3-hong","Thàu-hong","Thau3-hong","4642"
"Thau","Thau","Thau","Thau","4643"
"Thau chò hun","Thau cho3 hun","Thau tsò hun","Thau tso3 hun","4644"
"Thau ìn gîn-phiò","Thau in3 gin5-phio3","Thau ìn gîn-phiò","Thau in3 gin5-phio3","4645"
"Thau-the̍h","Thau-theh8","Thau-the̍h","Thau-theh8","4646"
"Thau-khòaⁿ","Thau-khoann3","Thau-khuànn","Thau-khuann3","4647"
"Thau-thiaⁿ","Thau-thiann","Thau-thiann","Thau-thiann","4648"
"Thau-chia̍h","Thau-chiah8","Thau-tsia̍h","Thau-tsiah8","4649"
"Thau-kóng","Thau-kong2","Thau-kóng","Thau-kong2","4650"
"Thau-khan","Thau-khan","Thau-khan","Thau-khan","4651"
"Thâu","Thau5","Thâu","Thau5","4652"
"Koàn-thâu","Koan3-thau5","Kuàn-thâu","Kuan3-thau5","4653"
"Thâu chi̍t ê","Thau5 chit8 ê","Thâu tsi̍t ê","Thau5 tsit8 ê","4654"
"Thâu chi̍t pái","Thau5 chit8 pai2","Thâu tsi̍t pái","Thau5 tsit8 pai2","4655"
"Thâu chi̍t hāng","Thau5 chit8 hang7","Thâu tsi̍t hāng","Thau5 tsit8 hang7","4656"
"Thâu chi̍t kù","Thau5 chit8 ku3","Thâu tsi̍t kù","Thau5 tsit8 ku3","4657"
"Thâu chi̍t ji̍t","Thau5 chit8 jit8","Thâu tsi̍t ji̍t","Thau5 tsit8 jit8","4658"
"Thâu tiám-cheng","Thau5 tiam2-cheng","Thâu tiám-tsing","Thau5 tiam2-tsing","4659"
"Thâu lâng","Thau5 lang5","Thâu lâng","Thau5 lang5","4660"
"Thâu-ke","Thau5-ke","Thâu-ke","Thau5-ke","4661"
"Thâu-ke-niû","Thau5-ke-niu5","Thâu-ke-niû","Thau5-ke-niu5","4662"
"Tháu","Thau2","Tháu","Thau2","4663"
"Thé-io̍k","The2-iok8","Thé-io̍k","The2-iok8","4664"
"Thé-chhau","The2-chhau","Thé-tshau","The2-tshau","4665"
"Thè","The3","Thè","The3","4666"
"Thè-pō͘","The3-poo7","Thè-pōo","The3-poo7","4667"
"Thé-thiap","The2-thiap","Thé-thiap","The2-thiap","4668"
"Tông-chêng","Tong5-cheng5","Tông-tsîng","Tong5-tsing5","4669"
"Thè-sek","The3-sek","Thè-sik","The3-sik","4670"
"Bē thè-sek","Be7 the3-sek","Bē thè-sik","Be7 the3-sik","4671"
"Thè īⁿ","The3 inn7","Thè īnn","The3 inn7","4672"
"Thè jia̍t","The3 jiat8","Thè jia̍t","The3 jiat8","4673"
"The̍h","Theh8","The̍h","Theh8","4674"
"The̍h--lâi","Theh8--lai5","The̍h--lâi","Theh8--lai5","4675"
"The̍h--khì","Theh8--khi3","The̍h--khì","Theh8--khi3","4676"
"The̍h--chhut--khì","Theh8--chhut--khi3","The̍h--tshut--khì","Theh8--tshut--khi3","4677"
"The̍h--chhut--lâi","Theh8--chhut--lai5","The̍h--tshut--lâi","Theh8--tshut--lai5","4678"
"The̍h--tńg-lâi","Theh8--tng2-lai5","The̍h--tńg-lâi","Theh8--tng2-lai5","4679"
"The̍h--tńg-khì","Theh8--tng2-khi3","The̍h--tńg-khì","Theh8--tng2-khi3","4680"
"The̍h--ji̍p-lâi","Theh8--jip8-lai5","The̍h--ji̍p-lâi","Theh8--jip8-lai5","4681"
"The̍h--ji̍p-khì","Theh8--jip8-khi3","The̍h--ji̍p-khì","Theh8--jip8-khi3","4682"
"The̍h--lo̍h-khì","Theh8--loh8-khi3","The̍h--lo̍h-khì","Theh8--loh8-khi3","4683"
"The̍h--lo̍h-lâi","Theh8--loh8-lai5","The̍h--lo̍h-lâi","Theh8--loh8-lai5","4684"
"The̍h--khí-khì","Theh8--khi2-khi3","The̍h--khí-khì","Theh8--khi2-khi3","4685"
"The̍h--khí-lâi","Theh8--khi2-lai5","The̍h--khí-lâi","Theh8--khi2-lai5","4686"
"Āiⁿ","Ainn7","Āinn","Ainn7","4687"
"Kōaⁿ","Koann7","Kuānn","Kuann7","4688"
"Tòa","Toa3","Tuà","Tua3","4689"
"Tē","Te7","Tē","Te7","4690"
"Phō","Pho7","Phō","Pho7","4691"
"Taⁿ","Tann","Tann","Tann","4692"
"Nhoe̍h","Nhoeh8","Nhue̍h","Nhueh8","4693"
"Nge̍h","Ngeh8","Nge̍h","Ngeh8","4693"
"Lám","Lam2","Lám","Lam2","4694"
"Phâng","Phang5","Phâng","Phang5","4695"
"Kng","Kng","Kng","Kng","4696"
"Gia̍h","Giah8","Gia̍h","Giah8","4697"
"Giâ","Gia5","Giâ","Gia5","4698"
"Phāiⁿ","Phainn7","Phāinn","Phainn7","4699"
"Hiannh","Hiannh","Hiannh","Hiannh","4700"
"Lia̍h","Liah8","Lia̍h","Liah8","4701"
"Chhōa","Chhoa7","Tshuā","Tshua7","4702"
"Chài","Chai3","Tsài","Tsai3","4703"
"Khan","Khan","Khan","Khan","4704"
"Chhia","Chhia","Tshia","Tshia","4705"
"Thoa","Thoa","Thua","Thua","4706"
"Thèng-hāu","Theng3-hau7","Thìng-hāu","Thing3-hau7","4707"
"Thêng","Theng5","Thîng","Thing5","4708"
"Khah-thêng-á","Khah-theng5-a2","Khah-thîng-á","Khah-thing5-a2","4709"
"Thêng-chhia","Theng5-chhia","Thîng-tshia","Thing5-tshia","4710"
"Thêng-kang","Theng5-kang","Thîng-kang","Thing5-kang","4711"
"Thêng-tiān","Theng5-tian7","Thîng-tiān","Thing5-tian7","4712"
"Thî","Thi5","Thî","Thi5","4713"
"Ke thî","Ke thi5","Ke thî","Ke thi5","4714"
"Thì","Thi3","Thì","Thi3","4715"
"Thî-khàu","Thi5-khau3","Thî-khàu","Thi5-khau3","4716"
"Thì-thâu","Thi3-thau5","Thì-thâu","Thi3-thau5","4717"
"Thì-thâu sai-hū","Thi3-thau5 sai-hu7","Thì-thâu sai-hū","Thi3-thau5 sai-hu7","4718"
"Thì-thâu tiàm","Thi3-thau5 tiam3","Thì-thâu tiàm","Thi3-thau5 tiam3","4719"
"Thí","Thi2","Thí","Thi2","4720"
"Thiⁿ","Thinn","Thinn","Thinn","4721"
"Thhiⁿ-tē","Thhinn-te7","Thhinn-tē","Thhinn-te7","4722"
"Tī thiⁿ-téng","Ti7 thinn-teng2","Tī thinn-tíng","Ti7 thinn-ting2","4723"
"Thiⁿ-khì","Thinn-khi3","Thinn-khì","Thinn-khi3","4724"
"Hó thiⁿ","Ho2 thinn","Hó thinn","Ho2 thinn","4725"
"Pháiⁿ thiⁿ","Phainn2 thinn","Pháinn thinn","Phainn2 thinn","4726"
"Thiⁿ kng","Thinn kng","Thinn kng","Thinn kng","4727"
"Thiⁿ iáu bōe kng","Thinn iau2 boe7 kng","Thinn iáu buē kng","Thinn iau2 bue7 kng","4728"
"Thīⁿ","Thinn7","Thīnn","Thinn7","4729"
"Thiⁿ","Thinn","Thinn","Thinn","4730"
"Ke-thiⁿ","Ke-thinn","Ke-thinn","Ke-thinn","4731"
"Thiàⁿ","Thiann3","Thiànn","Thiann3","4732"
"Tit-lâng-thiàⁿ","Tit-lang5-thiann3","Tit-lâng-thiànn","Tit-lang5-thiann3","4733"
"Thiaⁿ","Thiann","Thiann","Thiann","4734"
"Thiaⁿ ū","Thiann u7","Thiann ū","Thiann u7","4735"
"Thiaⁿ bô","Thiann bo5","Thiann bô","Thiann bo5","4736"
"Hó thiaⁿ","Ho2 thiann","Hó thiann","Ho2 thiann","4737"
"Pháiⁿ thiaⁿ","Phainn2 thiann","Pháinn thiann","Phainn2 thiann","4738"
"Kóng hō͘ i thiaⁿ","Kong2 hoo7 i thiann","Kóng hōo i thiann","Kong2 hoo7 i thiann","4739"
"Góa kóng hō͘ lí thiaⁿ","Goa2 kong2 hoo7 li2 thiann","Guá kóng hōo lí thiann","Gua2 kong2 hoo7 li2 thiann","4740"
"Ài thiaⁿ","Ai3 thiann","Ài thiann","Ai3 thiann","4741"
"Thiaⁿ góa ê chhùi","Thiann goa2 e5 chhui3","Thiann guá ê tshuì","Thiann gua2 e5 tshui3","4742"
"Khah thiaⁿ chhùi--leh","Khah thiann chhui3--leh","Khah thiann tshuì--leh","Khah thiann tshui3--leh","4743"
"Thiaⁿ ōe","Thiann oe7","Thiann uē","Thiann ue7","4744"
