poj_unicode,poj_input,kiplmj_unicode,kiplmj_input,main_id
io̍h-châi,ioh8-chai5,io̍h-tsâi,ioh8-tsai5,12883
io̍h-pâng,ioh8-pang5,io̍h-pâng,ioh8-pang5,12884
io̍h-sé,ioh8-se2,io̍h-sé,ioh8-se2,12885
io̍h-sóe,ioh8-soe2,io̍h-sué,ioh8-sue2,12885
io̍h-hún,ioh8-hun2,io̍h-hún,ioh8-hun2,12886
io̍h-tê,ioh8-te5,io̍h-tê,ioh8-te5,12887
io̍h-chháu,ioh8-chhau2,io̍h-tsháu,ioh8-tshau2,12888
io̍h-chiú,ioh8-chiu2,io̍h-tsiú,ioh8-tsiu2,12889
io̍h-phoh,ioh8-phoh,io̍h-phoh,ioh8-phoh,12890
gē-su̍t,ge7-sut8,gē-su̍t,ge7-sut8,12891
io̍h-toaⁿ,ioh8-toann,io̍h-tuann,ioh8-tuann,12892
io̍h-che,ioh8-che,io̍h-tse,ioh8-tse,12893
io̍h-kó͘-á,ioh8-koo2-a2,io̍h-kóo-á,ioh8-koo2-a2,12894
io̍h-ko,ioh8-ko,io̍h-ko,ioh8-ko,12895
io̍h-che,ioh8-che,io̍h-tse,ioh8-tse,12896
io̍h-chè-su,ioh8-che3-su,io̍h-tsè-su,ioh8-tse3-su,12897
io̍h-thâu-á,ioh8-thau5-a2,io̍h-thâu-á,ioh8-thau5-a2,12898
io̍h-tû,ioh8-tu5,io̍h-tû,ioh8-tu5,12899
hàm,ham3,hàm,ham3,12900
chèng,cheng3,tsìng,tsing3,12901
sek,sek,sik,sik,12902
phó͘,phoo2,phóo,phoo2,12903
khiau,khiau,khiau,khiau,12904
kiō,kio7,kiō,kio7,12905
sî,si5,sî,si5,12906
sû,su5,sû,su5,12907
pian,pian,pian,pian,12908
piⁿ,pinn,pinn,pinn,12909
chèng-jîn,cheng3-jin5,tsìng-jîn,tsing3-jin5,12910
chèng-lîn,cheng3-lin5,tsìng-lîn,tsing3-lin5,12910
piⁿ--á,pinn--a2,pinn--á,pinn--a2,12911
hàm-kó͘,ham3-koo2,hàm-kóo,ham3-koo2,12912
chàn-tông,chan3-tong5,tsàn-tông,tsan3-tong5,12913
chàn-sêng,chan3-seng5,tsàn-sîng,tsan3-sing5,12914
chàn-chō͘,chan3-choo7,tsàn-tsōo,tsan3-tsoo7,12915
sî-pia̍t,si5-piat8,sî-pia̍t,si5-piat8,12916
kiau-chhia,kiau-chhia,kiau-tshia,kiau-tshia,12917
chèng-koàn,cheng3-koan3,tsìng-kuàn,tsing3-kuan3,12918
sû-tián,su5-tian2,sû-tián,su5-tian2,12919
hàm-kōa-kōa,ham3-koa7-koa7,hàm-kuā-kuā,ham3-kua7-kua7,12920
chèng-bêng,cheng3-beng5,tsìng-bîng,tsing3-bing5,12921
chèng-su,cheng3-su,tsìng-su,tsing3-su,12922
hàm-phu̍h,ham3-phuh8,hàm-phu̍h,ham3-phuh8,12923
chēng-sàng,cheng7-sang3,tsīng-sàng,tsing7-sang3,12924
hàm-oē,ham3-oe7,hàm-uē,ham3-ue7,12925
chèng-kì,cheng3-ki3,tsìng-kì,tsing3-ki3,12926
chèng-kù,cheng3-ku3,tsìng-kù,tsing3-ku3,12926
sî thâu-lō͘,si5 thau5-loo7,sî thâu-lōo,si5 thau5-loo7,12927
chàn-siaⁿ,chan3-siann,tsàn-siann,tsan3-siann,12928
sî-chit,si5-chit,sî-tsit,si5-tsit,12929
hàm-hàm,ham3-ham3,hàm-hàm,ham3-ham3,12930
hàm-kiàⁿ,ham3-kiann3,hàm-kiànn,ham3-kiann3,12931
kiàⁿ,kiann3,kiànn,kiann3,12932
pio,pio,pio,pio,12933
chām,cham7,tsām,tsam7,12934
koaiⁿ,koainn,kuainn,kuainn,12935
kuiⁿ,kuinn,kuinn,kuinn,12935
koan,koan,kuan,kuan,12936
lān,lan7,lān,lan7,12937
bū,bu7,bū,bu7,12938
koan-to,koan-to,kuan-to,kuan-to,12939
koan-sim,koan-sim,kuan-sim,kuan-sim,12940
chām-á,cham7-a2,tsām-á,tsam7-a2,12941
kiàⁿ-tâi,kiann3-tai5,kiànn-tâi,kiann3-tai5,12942
lân-bián,lan5-bian2,lân-bián,lan5-bian2,12943
koaiⁿ-mn̂g,koainn-mng5,kuainn-mn̂g,kuainn-mng5,12944
kuiⁿ-mn̂g,kuinn-mng5,kuinn-mn̂g,kuinn-mng5,12944
koan-hē,koan-he7,kuan-hē,kuan-he7,12945
Koan-tè-iâ,Koan-te3-ia5,Kuan-tè-iâ,Kuan-te3-ia5,12946
kiàⁿ-kheng,kiann3-kheng,kiànn-khing,kiann3-khing,12947
lân-tit,lan5-tit,lân-tit,lan5-tit,12948
koan-sòe,koan-soe3,kuan-suè,kuan-sue3,12949
koan-sè,koan-se3,kuan-sè,kuan-se3,12949
koan-tâng,koan-tang5,kuan-tâng,kuan-tang5,12950
bū-sà-sà,bu7-sa3-sa3,bū-sà-sà,bu7-sa3-sa3,12951
koan-chat,koan-chat,kuan-tsat,kuan-tsat,12952
koan-chat-iām,koan-chat-iam7,kuan-tsat-iām,kuan-tsat-iam7,12953
koan-lo̍h-im,koan-loh8-im,kuan-lo̍h-im,kuan-loh8-im,12954
kiàⁿ-siuⁿ-á,kiann3-siunn-a2,kiànn-siunn-á,kiann3-siunn-a2,12955
kiàⁿ-thâu,kiann3-thau5,kiànn-thâu,kiann3-thau5,12956
chām-thâu,cham7-thau5,tsām-thâu,tsam7-thau5,12957
bū-bū,bu7-bu7,bū-bū,bu7-bu7,12958
"ūn",un7,ūn,un7,12959
goān,goan7,guān,guan7,12960
lūi,lui7,luī,lui7,12961
phiàn,phian3,phiàn,phian3,12962
hô͘,hoo5,hôo,hoo5,12963
phiàn-gín-á,phian3-gin2-a2,phiàn-gín-á,phian3-gin2-a2,12964
phiàn-kio̍k,phian3-kiok8,phiàn-kio̍k,phian3-kiok8,12965
tian-tò,tian-to3,tian-tò,tian-to3,12966
thian-tho̍h,thian-thoh8,thian-tho̍h,thian-thoh8,12967
phiàn-kúi,phian3-kui2,phiàn-kuí,phian3-kui2,12968
goān-bōng,goan7-bong7,guān-bōng,guan7-bong7,12969
phiàn-su̍t,phian3-sut8,phiàn-su̍t,phian3-sut8,12970
goān-ì,goan7-i3,guān-ì,guan7-i3,12971
bán-thô,ban2-tho5,bán-thô,ban2-tho5,12972
lâ-lí,la5-li2,lâ-lí,la5-li2,12973
hô͘-chhiu,hoo5-chhiu,hôo-tshiu,hoo5-tshiu,12974
khak,khak,khak,khak,12975
hoⁿ,honn,honn,honn,12976
phiāng,phiang7,phiāng,phiang7,12977
liâm-hî,liam5-hi5,liâm-hî,liam5-hi5,12978
liâm-hû,liam5-hu5,liâm-hû,liam5-hu5,12978
kî-lîn,ki5-lin5,kî-lîn,ki5-lin5,12979
khǹg,khng3,khǹg,khng3,12980
khoàn,khoan3,khuàn,khuan3,12981
giâm,giam5,giâm,giam5,12982
jiáng,jiang2,jiáng,jiang2,12983
lióng,liong2,lióng,liong2,12983
jióng,jiong2,jióng,jiong2,12983
pó,po2,pó,po2,12984
gia̍t-chú,giat8-chu2,gia̍t-tsú,giat8-tsu2,12985
pó-pòe,po2-poe3,pó-puè,po2-pue3,12986
khǹg-hô,khng3-ho5,khǹg-hô,khng3-ho5,12987
giâm-tiōng,giam5-tiong7,giâm-tiōng,giam5-tiong7,12988
giâm-keh,giam5-keh,giâm-keh,giam5-keh,12989
pó-sioh,po2-sioh,pó-sioh,po2-sioh,12990
khoàn-siān,khoan3-sian7,khuàn-siān,khuan3-sian7,12991
giâm-siok,giam5-siok,giâm-siok,giam5-siok,12992
pó-kùi,po2-kui3,pó-kuì,po2-kui3,12993
khoàn-kái,khoan3-kai2,khuàn-kái,khuan3-kai2,12994
pó-kiàm,po2-kiam3,pó-kiàm,po2-kiam3,12995
gia̍t-siâu,giat8-siau5,gia̍t-siâu,giat8-siau5,12996
gia̍t-khiat-á-oē,giat8-khiat-a2-oe7,gia̍t-khiat-á-uē,giat8-khiat-a2-ue7,12997
koân,koan5,kuân,kuan5,12998
"âⁿ",ann5,ânn,ann5,12999
chhiám,chhiam2,tshiám,tshiam2,13000
lang,lang,lang,lang,13001
chhîⁿ,chhinn5,tshînn,tshinn5,13002
nōa,noa7,nuā,nua7,13003
lô͘,loo5,lôo,loo5,13004
hiàn,hian3,hiàn,hian3,13005
chiūⁿ,chiunn7,tsiūnn,tsiunn7,13006
koân-kē,koan5-ke7,kuân-kē,kuan5-ke7,13007
koân soaⁿ,koan5 soann,kuân suann,kuan5 suann,13008
lô͘-tan,loo5-tan,lôo-tan,loo5-tan,13009
chhiám-á,chhiam2-a2,tshiám-á,tshiam2-a2,13010
lông-á,long5-a2,lông-á,long5-a2,13011
lô͘-chú,loo5-chu2,lôo-tsú,loo5-tsu2,13012
lông-á-lāi,long5-a2-lai7,lông-á-lāi,long5-a2-lai7,13013
nōa-sê,noa7-se5,nuā-sê,nua7-se5,13014
koân-tō͘,koan5-too7,kuân-tōo,kuan5-too7,13015
hiàn kè,hian3 ke3,hiàn kè,hian3 ke3,13016
hiàn-kèng,hian3-keng3,hiàn-kìng,hian3-king3,13017
koân kè,koan5 ke3,kuân kè,kuan5 ke3,13018
chhiam-taⁿ,chhiam-tann,tshiam-tann,tshiam-tann,13019
chhoah,chhoah,tshuah,tshuah,13020
khòng,khong3,khòng,khong3,13021
lè,le3,lè,le3,13022
hoân,hoan5,huân,huan5,13023
nâ,na5,nâ,na5,13024
nâ-á,na5-a2,nâ-á,na5-a2,13025
chhoah-peng,chhoah-peng,tshuah-ping,tshuah-ping,13026
lô͘-tek,loo5-tek,lôo-tik,loo5-tik,13027
khòng-bu̍t,khong3-but8,khòng-bu̍t,khong3-but8,13028
kēng-cheng,keng7-cheng,kīng-tsing,king7-tsing,13029
kèng-cheng,keng3-cheng,kìng-tsing,king3-tsing,13029
khòng-chôaⁿ-chúi,khong3-choann5-chui2,khòng-tsuânn-tsuí,khong3-tsuann5-tsui2,13030
nâ-kiû,na5-kiu5,nâ-kiû,na5-kiu5,13031
che̍k-koàn,chek8-koan3,tsi̍k-kuàn,tsik8-kuan3,13032
tiû-pī,tiu5-pi7,tiû-pī,tiu5-pi7,13033
lô͘-sún,loo5-sun2,lôo-sún,loo5-sun2,13034
lô͘-sé,loo5-se2,lôo-sé,loo5-se2,13035
lô͘-sóe,loo5-soe2,lôo-sué,loo5-sue2,13035
khòng-gia̍p,khong3-giap8,khòng-gia̍p,khong3-giap8,13036
nâ-chân,na5-chan5,nâ-tsân,na5-tsan5,13037
lô͘-hōe,loo5-hoe7,lôo-huē,loo5-hue7,13038
chhoah-chhiam,chhoah-chhiam,tshuah-tshiam,tshuah-tshiam,13039
lô͘-tîn,loo5-tin5,lôo-tîn,loo5-tin5,13040
kè-sio̍k,ke3-siok8,kè-sio̍k,ke3-siok8,13041
báng,bang2,báng,bang2,13042
tak,tak,tak,tak,13043
iâⁿ,iann5,iânn,iann5,13044
phih,phih,phih,phih,13045
pīⁿ,pinn7,pīnn,pinn7,13046
báng-á,bang2-a2,báng-á,bang2-a2,13047
chhi̍h-á,chhih8-a2,tshi̍h-á,tshih8-a2,13048
báng-á-chúi,bang2-a2-chui2,báng-á-tsuí,bang2-a2-tsui2,13049
báng-á-hiuⁿ,bang2-a2-hiunn,báng-á-hiunn,bang2-a2-hiunn,13050
chhiok-hoān,chhiok-hoan7,tshiok-huān,tshiok-huan7,13051
tak-chi̍h,tak-chih8,tak-tsi̍h,tak-tsih8,13052
kéng-kò,keng2-ko3,kíng-kò,king2-ko3,13053
kèng-kò,keng3-ko3,kìng-kò,king3-ko3,13053
kéng-kài,keng2-kai3,kíng-kài,king2-kai3,13054
kèng-kài,keng3-kai3,kìng-kài,king3-kai3,13054
phông-kó,phong5-ko2,phông-kó,phong5-ko2,13055
phông-kó-soāiⁿ,phong5-ko2-soainn7,phông-kó-suāinn,phong5-ko2-suainn7,13056
gī-tiúⁿ,gi7-tiunn2,gī-tiúnn,gi7-tiunn2,13057
phì-siùⁿ,phi3-siunn3,phì-siùnn,phi3-siunn3,13058
iâⁿ-bīn,iann5-bin7,iânn-bīn,iann5-bin7,13059
gī-oân,gi7-oan5,gī-uân,gi7-uan5,13060
gī-goân,gi7-goan5,gī-guân,gi7-guan5,13060
kak-ngō͘,kak-ngoo7,kak-ngōo,kak-ngoo7,13061
kak-gō͘,kak-goo7,kak-gōo,kak-goo7,13061
gī-àn,gi7-an3,gī-àn,gi7-an3,13062
báng-sut-á,bang2-sut-a2,báng-sut-á,bang2-sut-a2,13063
kéng-pò,keng2-po3,kíng-pò,king2-po3,13064
kèng-pò,keng3-po3,kìng-pò,king3-po3,13064
phì-jū,phi3-ju7,phì-jū,phi3-ju7,13065
phì-lū,phi3-lu7,phì-lū,phi3-lu7,13065
gī-tiûⁿ,gi7-tiunn5,gī-tiûnn,gi7-tiunn5,13066
mô͘-ko͘,moo5-koo,môo-koo,moo5-koo,13067
gī-hōe,gi7-hoe7,gī-huē,gi7-hue7,13068
báng-tà,bang2-ta3,báng-tà,bang2-ta3,13069
kéng-chhat,keng2-chhat,kíng-tshat,king2-tshat,13070
kèng-chhat,keng3-chhat,kìng-tshat,king3-tshat,13070
kéng-chhat-kio̍k,keng2-chhat-kiok8,kíng-tshat-kio̍k,king2-tshat-kiok8,13071
kèng-chhat-kio̍k,keng3-chhat-kiok8,kìng-tshat-kio̍k,king3-tshat-kiok8,13071
gī-lūn,gi7-lun7,gī-lūn,gi7-lun7,13072
phì-lūn-kóng,phi3-lun7-kong2,phì-lūn-kóng,phi3-lun7-kong2,13073
kak-chhéⁿ,kak-chhenn2,kak-tshénn,kak-tshenn2,13074
kak-chhíⁿ,kak-chhinn2,kak-tshínn,kak-tshinn2,13074
báng-thâng,bang2-thang5,báng-thâng,bang2-thang5,13075
cheng,cheng,tsing,tsing,13076
sek-khia,sek-khia,sik-khia,sik-khia,13077
sek-kia,sek-kia,sik-kia,sik-kia,13077
phiau,phiau,phiau,phiau,13078
jiâu,jiau5,jiâu,jiau5,13079
liâu,liau5,liâu,liau5,13079
chhi,chhi,tshi,tshi,13080
jiâu-miā,jiau5-mia7,jiâu-miā,jiau5-mia7,13081
liâu-miā,liau5-mia7,liâu-miā,liau5-mia7,13081
jiâu-sià,jiau5-sia3,jiâu-sià,jiau5-sia3,13082
liâu-sià,liau5-sia3,liâu-sià,liau5-sia3,13082
jiû-hî,jiu5-hi5,jiû-hî,jiu5-hi5,13083
liû-hû,liu5-hu5,liû-hû,liu5-hu5,13083
jiû-hî-keⁿ,jiu5-hi5-kenn,jiû-hî-kenn,jiu5-hi5-kenn,13084
liû-hû-kiⁿ,liu5-hu5-kinn,liû-hû-kinn,liu5-hu5-kinn,13084
phiau-phiat,phiau-phiat,phiau-phiat,phiau-phiat,13085
hô͘-liu,hoo5-liu,hôo-liu,hoo5-liu,13086
kiâm,kiam5,kiâm,kiam5,13087
mī,mi7,mī,mi7,13088
tóng,tong2,tóng,tong2,13089
chhut,chhut,tshut,tshut,13090
mī-pau,mi7-pau,mī-pau,mi7-pau,13091
kiâm-nn̄g,kiam5-nng7,kiâm-nn̄g,kiam5-nng7,13092
kiâm-chiáⁿ,kiam5-chiann2,kiâm-tsiánn,kiam5-tsiann2,13093
mī-chià,mi7-chia3,mī-tsià,mi7-tsia3,13094
tóng-phài,tong2-phai3,tóng-phài,tong2-phai3,13095
mī-thô,mi7-tho5,mī-thô,mi7-tho5,13096
mī-hún,mi7-hun2,mī-hún,mi7-hun2,13097
mī-tê,mi7-te5,mī-tê,mi7-te5,13098
kiâm-tāⁿ,kiam5-tann7,kiâm-tānn,kiam5-tann7,13099
kiâm-ko̍k-ke,kiam5-kok8-ke,kiâm-ko̍k-ke,kiam5-kok8-ke,13100
kiâm-ko̍k-koe,kiam5-kok8-koe,kiâm-ko̍k-kue,kiam5-kok8-kue,13100
kiâm-hî,kiam5-hi5,kiâm-hî,kiam5-hi5,13101
kiâm-hû,kiam5-hu5,kiâm-hû,kiam5-hu5,13101
mī-kâu,mi7-kau5,mī-kâu,mi7-kau5,13102
kiâm-chhài,kiam5-chhai3,kiâm-tshài,kiam5-tshai3,13103
kiâm-so͘-ke,kiam5-soo-ke,kiâm-soo-ke,kiam5-soo-ke,13104
kiâm-so͘-koe,kiam5-soo-koe,kiâm-soo-kue,kiam5-soo-kue,13104
kiâm-îⁿ-á,kiam5-inn5-a2,kiâm-înn-á,kiam5-inn5-a2,13105
mī-chhe̍k-á,mi7-chhek8-a2,mī-tshi̍k-á,mi7-tshik8-a2,13106
kiâm-kóe,kiam5-koe2,kiâm-kué,kiam5-kue2,13107
kiâm-ké,kiam5-ke2,kiâm-ké,kiam5-ke2,13107
kiâm-sng-tiⁿ,kiam5-sng-tinn,kiâm-sng-tinn,kiam5-sng-tinn,13108
mī-sòaⁿ,mi7-soann3,mī-suànn,mi7-suann3,13109
mī-sòaⁿ-kô͘,mi7-soann3-koo5,mī-suànn-kôo,mi7-suann3-koo5,13110
mī-tàⁿ-á,mi7-tann3-a2,mī-tànn-á,mi7-tann3-a2,13111
kiâm-tok-tok,kiam5-tok-tok,kiâm-tok-tok,kiam5-tok-tok,13112
mī-thâu,mi7-thau5,mī-thâu,mi7-thau5,13113
bīn-thâu,bin7-thau5,bīn-thâu,bin7-thau5,13113
chhut-thâu,chhut-thau5,tshut-thâu,tshut-thau5,13114
mī-ku,mi7-ku,mī-ku,mi7-ku,13115
kiâm-môe,kiam5-moe5,kiâm-muê,kiam5-mue5,13116
kiâm-bê,kiam5-be5,kiâm-bê,kiam5-be5,13116
kiâm-moâi,kiam5-moai5,kiâm-muâi,kiam5-muai5,13116
mī-thi,mi7-thi,mī-thi,mi7-thi,13117
kiâm-liân-hî,kiam5-lian5-hi5,kiâm-liân-hî,kiam5-lian5-hi5,13118
kiâm-liân-hû,kiam5-lian5-hu5,kiâm-liân-hû,kiam5-lian5-hu5,13118
oang,oang,uang,uang,13119
gia̍h,giah8,gia̍h,giah8,13120
liap,liap,liap,liap,13121
chiⁿ,chinn,tsinn,tsinn,13122
nôa,noa5,nuâ,nua5,13123
châng,chang5,tsâng,tsang5,13124
koàn,koan3,kuàn,kuan3,13125
nōa,noa7,nuā,nua7,13126
thái-ko,thai2-ko,thái-ko,thai2-ko,13127
thái-ko-kúi,thai2-ko-kui2,thái-ko-kuí,thai2-ko-kui2,13128
thái-ko-nōa-lô,thai2-ko-noa7-lo5,thái-ko-nuā-lô,thai2-ko-nua7-lo5,13129
gia̍h-chhiú,giah8-chhiu2,gia̍h-tshiú,giah8-tshiu2,13130
koàn-chúi,koan3-chui2,kuàn-tsuí,kuan3-tsui2,13131
lân-kan,lan5-kan,lân-kan,lan5-kan,13132
eng-hoe,eng-hoe,ing-hue,ing-hue,13133
liap-sái,liap-sai2,liap-sái,liap-sai2,13134
hi-seng,hi-seng,hi-sing,hi-sing,13135
koàn hong,koan3 hong,kuàn hong,kuan3 hong,13136
hiau-pai,hiau-pai,hiau-pai,hiau-pai,13137
hia-pai,hia-pai,hia-pai,hia-pai,13137
eng-thô,eng-tho5,ing-thô,ing-tho5,13138
nōa-thô͘,noa7-thoo5,nuā-thôo,nua7-thoo5,13139
nōa-thô͘-môe,noa7-thoo5-moe5,nuā-thôo-muê,nua7-thoo5-mue5,13140
nōa-thô͘-bê,noa7-thoo5-be5,nuā-thôo-bê,nua7-thoo5-be5,13140
nōa-thô͘-moâi,noa7-thoo5-moai5,nuā-thôo-muâi,nua7-thoo5-muai5,13140
koàn-chhiâng,koan3-chhiang5,kuàn-tshiâng,kuan3-tshiang5,13141
koàn tn̂g,koan3 tng5,kuàn tn̂g,kuan3 tng5,13142
gia̍h tī,giah8 ti7,gia̍h tī,giah8 ti7,13143
gia̍h tū,giah8 tu7,gia̍h tū,giah8 tu7,13143
nōa-kô͘-kô͘,noa7-koo5-koo5,nuā-kôo-kôo,nua7-koo5-koo5,13144
gia̍h-thâu,giah8-thau5,gia̍h-thâu,giah8-thau5,13145
gia̍h-koân,giah8-koan5,gia̍h-kuân,giah8-kuan5,13146
nōa-sián,noa7-sian2,nuā-sián,nua7-sian2,13147
liap-kéng,liap-keng2,liap-kíng,liap-king2,13148
tîⁿ,tinn5,tînn,tinn5,13149
lân,lan5,lân,lan5,13150
la̍h,lah8,la̍h,lah8,13151
boe̍h,boeh8,bue̍h,bueh8,13152
boe̍h-á,boeh8-a2,bue̍h-á,bueh8-a2,13153
tîⁿ-sin,tinn5-sin,tînn-sin,tinn5-sin,13154
lân-hoe,lan5-hoe,lân-hue,lan5-hue,13155
la̍h-chóa,lah8-choa2,la̍h-tsuá,lah8-tsua2,13156
tîn-tiâu,tin5-tiau5,tîn-tiâu,tin5-tiau5,13157
la̍h-tiâu,lah8-tiau5,la̍h-tiâu,lah8-tiau5,13158
la̍h-pit,lah8-pit,la̍h-pit,lah8-pit,13159
tîⁿ-kha-pòaⁿ-chhiú,tinn5-kha-poann3-chhiu2,tînn-kha-puànn-tshiú,tinn5-kha-puann3-tshiu2,13160
tîⁿ-tòe,tinn5-toe3,tînn-tuè,tinn5-tue3,13161
tîⁿ-tè,tinn5-te3,tînn-tè,tinn5-te3,13161
tîⁿ sòaⁿ,tinn5 soann3,tînn suànn,tinn5 suann3,13162
la̍h-chek,lah8-chek,la̍h-tsik,lah8-tsik,13163
piān,pian7,piān,pian7,13164
thih,thih,thih,thih,13165
lō͘,loo7,lōo,loo7,13166
pà,pa3,pà,pa3,13167
thih-lâng,thih-lang5,thih-lâng,thih-lang5,13168
hō͘-sū,hoo7-su7,hōo-sū,hoo7-su7,13169
piān-sū,pian7-su7,piān-sū,pian7-su7,13170
thih-kang,thih-kang,thih-kang,thih-kang,13171
lō͘-chúi,loo7-chui2,lōo-tsuí,loo7-tsui2,13172
lò͘-chúi,loo3-chui2,lòo-tsuí,loo3-tsui2,13172
pà-ông,pa3-ong5,pà-ông,pa3-ong5,13173
thih-gû-á,thih-gu5-a2,thih-gû-á,thih-gu5-a2,13174
pà-chiàm,pa3-chiam3,pà-tsiàm,pa3-tsiam3,13175
thih-kah,thih-kah,thih-kah,thih-kah,13176
hō͘-sin-hû,hoo7-sin-hu5,hōo-sin-hû,hoo7-sin-hu5,13177
thih-pang,thih-pang,thih-pang,thih-pang,13178
thih-ki,thih-ki,thih-ki,thih-ki,13179
thih-ki-lō͘,thih-ki-loo7,thih-ki-lōo,thih-ki-loo7,13180
hō͘-hoat,hoo7-hoat,hōo-huat,hoo7-huat,13181
thih-teng,thih-teng,thih-ting,thih-ting,13182
thih-bé,thih-be2,thih-bé,thih-be2,13183
thih-teng-á,thih-teng-a2,thih-ting-á,thih-ting-a2,13184
thih-kut-á-seⁿ,thih-kut-a2-senn,thih-kut-á-senn,thih-kut-a2-senn,13185
thih-kut-á-siⁿ,thih-kut-a2-sinn,thih-kut-á-sinn,thih-kut-a2-sinn,13185
thih-tháng,thih-thang2,thih-tháng,thih-thang2,13186
hō͘-lí,hoo7-li2,hōo-lí,hoo7-li2,13187
khián-chek,khian2-chek,khián-tsik,khian2-tsik,13188
khiàn-chek,khian3-chek,khiàn-tsik,khian3-tsik,13188
hō͘-chiàu,hoo7-chiau3,hōo-tsiàu,hoo7-tsiau3,13189
hō͘-chiò,hoo7-chio3,hōo-tsiò,hoo7-tsio3,13189
piān-kái,pian7-kai2,piān-kái,pian7-kai2,13190
thih-sian,thih-sian,thih-sian,thih-sian,13191
thih-thûi,thih-thui5,thih-thuî,thih-thui5,13192
piān-lūn,pian7-lun7,piān-lūn,pian7-lun7,13193
thih-khí,thih-khi2,thih-khí,thih-khi2,13194
thih-khí tâng-gê-chô,thih-khi2 tang5-ge5-cho5,thih-khí tâng-gê-tsô,thih-khi2 tang5-ge5-tso5,13195
hō͘-lêng,hoo7-leng5,hōo-lîng,hoo7-ling5,13196
lō͘-iâⁿ,loo7-iann5,lōo-iânn,loo7-iann5,13197
lo̍k-iâⁿ,lok8-iann5,lo̍k-iânn,lok8-iann5,13197
lō͘-lê,loo7-le5,lōo-lê,loo7-le5,13198
thih-kūi,thih-kui7,thih-kuī,thih-kui7,13199
tiû-tû,tiu5-tu5,tiû-tû,tiu5-tu5,13200
piān-hō͘,pian7-hoo7,piān-hōo,pian7-hoo7,13201
piān-hō͘-sū,pian7-hoo7-su7,piān-hōo-sū,pian7-hoo7-su7,13202
hiáng,hiang2,hiáng,hiang2,13203
kò͘,koo3,kòo,koo3,13204
sàm,sam3,sàm,sam3,13205
ho̍h,hoh8,ho̍h,hoh8,13206
kò͘-lâng-oàn,koo3-lang5-oan3,kòo-lâng-uàn,koo3-lang5-uan3,13207
kò͘-saⁿ-tǹg,koo3-sann-tng3,kòo-sann-tǹg,koo3-sann-tng3,13208
sàm-mn̂g-kúi,sam3-mng5-kui2,sàm-mn̂g-kuí,sam3-mng5-kui2,13209
un-á-hî,un-a2-hi5,un-á-hî,un-a2-hi5,13210
un-á-hû,un-a2-hu5,un-á-hû,un-a2-hu5,13210
kò͘-mn̂g,koo3-mng5,kòo-mn̂g,koo3-mng5,13211
hiáng-liāng,hiang2-liang7,hiáng-liāng,hiang2-liang7,13212
kò͘-kheh,koo3-kheh,kòo-kheh,koo3-kheh,13213
kò͘-chhù,koo3-chhu3,kòo-tshù,koo3-tshu3,13214
kò͘-ke,koo3-ke,kòo-ke,koo3-ke,13215
mô͘-sîn-á,moo5-sin5-a2,môo-sîn-á,moo5-sin5-a2,13216
mô͘-kúi,moo5-kui2,môo-kuí,moo5-kui2,13217
kò͘-būn,koo3-bun7,kòo-būn,koo3-bun7,13218
mô͘-su̍t,moo5-sut8,môo-su̍t,moo5-sut8,13219
hiáng-èng,hiang2-eng3,hiáng-ìng,hiang2-ing3,13220
khè,khe3,khè,khe3,13221
khòe,khoe3,khuè,khue3,13221
siā-hiuⁿ,sia7-hiunn,siā-hiunn,sia7-hiunn,13222
lō,lo7,lō,lo7,13223
--lo͘h,--looh,--looh,--looh,13224
--loh,--loh,--loh,--loh,13224
long,long,long,long,13225
lông,long5,lông,long5,13226
oan,oan,uan,uan,13227
chhoân,chhoan5,tshuân,tshuan5,13228
thoaⁿ,thoann,thuann,thuann,13229
châng,chang5,tsâng,tsang5,13230
khoân,khoan5,khuân,khuan5,13231
koân,koan5,kuân,kuan5,13231
khoân-le̍k,khoan5-lek8,khuân-li̍k,khuan5-lik8,13232
koân-le̍k,koan5-lek8,kuân-li̍k,kuan5-lik8,13232
oan-khiau,oan-khiau,uan-khiau,uan-khiau,13233
khoân-lī,khoan5-li7,khuân-lī,khuan5-li7,13234
koân-lī,koan5-li7,kuân-lī,kuan5-li7,13234
oan-lâi-oat-khì,oan-lai5-oat-khi3,uan-lâi-uat-khì,uan-lai5-uat-khi3,13235
hoan-gêng,hoan-geng5,huan-gîng,huan-ging5,13236
khoân-ui,khoan5-ui,khuân-ui,khuan5-ui,13237
koân-ui,koan5-ui,kuân-ui,kuan5-ui,13237
khoân-hān,khoan5-han7,khuân-hān,khuan5-han7,13238
koân-hān,koan5-han7,kuân-hān,kuan5-han7,13238
hoan-sàng,hoan-sang3,huan-sàng,huan-sang3,13239
thoaⁿ-hoàn,thoann-hoan3,thuann-huàn,thuann-huan3,13240
hoaⁿ-hí,hoann-hi2,huann-hí,huann-hi2,13241
lo-so,lo-so,lo-so,lo-so,13242
hoaⁿ-thâu-hí-bīn,hoann-thau5-hi2-bin7,huann-thâu-hí-bīn,huann-thau5-hi2-bin7,13243
hoaⁿ-hoaⁿ-hí-hí,hoann-hoann-hi2-hi2,huann-huann-hí-hí,huann-huann-hi2-hi2,13244
oan-oan-oat-oat,oan-oan-oat-oat,uan-uan-uat-uat,uan-uan-uat-uat,13245
thoaⁿ,thoann,thuann,thuann,13246
